"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205"
"396",570,5100,8542,8784,14657,15541,16453,17354,18262,19167,20900,21810,22698,23558,24465,25392,26310,27205,28122,29033,29965,30880,31778,32699,33630,34542,35457,36384,37294,38191,39095,39995,40901,41810,42699,43594,44494,45386,46282,47201,48125,49047,49947,50858,51754,52635,53533,54378,55258,56136,57032,57914,58779,59655,60537,61426,62279,63164,64069,64988,65888,66792,68557,69455,70343,71256,72168,73021,73892,74765,75640,76526,77432,78319,79195,80077,80981,81849,82756,83677,84599,85504,86364,87253,88146,89047,89945,90837,91732,92658,93559,94449,95344,96270,97183,98053,98971,99886,100785,102500,104266,105137,106032,106956,107889,108803,109692,110576,111475,112380,113244,114108,114995,115899,116779,117674,118579,119430,120309,121218,122121,123005,123884,124747,125618,126511,127420,128312,129216,130114,131036,131939,132831,133686,134577,135431,136311,137222,138132,139021,139921,140816,141680,142559,143450,144329,145220,146091,146975,147894,148802,149719,150619,151489,152376,153281,154200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",8590,14658,15542,16454,17355,18263,19168,20019,20901,21811,22699,23559,24466,25393,26311,27206,28123,29034,29966,30881,31779,32700,33631,34543,35458,36385,37295,38192,39096,39996,40902,41811,42700,43595,44495,45387,46283,47202,48126,49048,49948,50859,51755,52636,53534,54379,55259,56137,57033,57915,58780,59656,60538,61427,62280,63165,64070,64989,65889,66793,67677,68558,69456,70344,71257,72169,73022,73893,74766,75641,76527,77433,78320,79196,80078,80982,81850,82757,83678,84600,85505,86365,87254,88147,89048,89946,90838,91733,92659,93560,94450,95345,96271,97184,98054,98972,99887,100786,102501,103376,104267,105138,106033,106957,107890,108804,109693,110577,111476,112381,113245,114109,114996,115900,116780,117675,118580,119431,120310,121219,122122,123006,123885,124748,125619,126512,127421,128313,129217,130115,131037,131940,132832,133687,134578,135432,136312,137223,138133,139022,139922,140817,141681,142560,143451,144330,145221,146092,146976,147895,148803,149720,150620,151490,152377,153282,154201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",1998,14659,15543,16455,17356,18264,19169,20020,20902,21812,22700,23560,24467,25394,26312,27207,28124,29035,29967,30882,31780,32701,33632,34544,35459,36386,38193,39097,39997,40903,41812,42701,43596,44496,45388,46284,47203,48127,49049,49949,50860,51756,52637,53535,54380,55260,56138,57034,57916,58781,59657,60539,61428,62281,63166,64071,64990,65890,66794,67678,68559,69457,70345,71258,72170,73023,73894,74767,75642,76528,77434,78321,79197,80079,80983,81851,82758,83679,84601,85506,86366,87255,88148,89049,89947,90839,91734,92660,93561,94451,95346,96272,97185,98055,98973,99888,100787,101635,102502,103377,104268,105139,106034,106958,107891,108805,109694,110578,111477,112382,113246,114110,114997,115901,116781,117676,118581,119432,120311,121220,122123,123007,123886,124749,125620,126513,127422,128314,129218,130116,131038,131941,132833,133688,134579,135433,136313,137224,138134,139023,139923,140818,141682,142561,143452,144331,145222,146093,146977,147896,148804,149721,150621,151491,152378,153283,154202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",1820,8695,9394,14660,15544,16456,17357,18265,19170,20021,20903,21813,22701,23561,24468,25395,26313,27208,28125,29036,29968,30883,31781,32702,33633,35460,36387,37296,38194,39098,39998,40904,41813,42702,43597,44497,45389,46285,47204,48128,49050,49950,50861,51757,52638,53536,54381,55261,56139,57035,57917,58782,59658,60540,61429,62282,63167,64072,64991,65891,66795,67679,68560,69458,70346,71259,72171,73024,73895,74768,75643,76529,77435,78322,79198,80080,80984,81852,82759,83680,84602,85507,86367,87256,88149,89050,89948,90840,91735,92661,93562,94452,95347,96273,97186,98056,98974,99889,100788,101636,103378,104269,105140,106035,106959,107892,108806,110579,111478,112383,113247,114111,114998,115902,116782,117677,118582,119433,120312,121221,122124,123008,123887,124750,125621,126514,127423,128315,129219,130117,131039,131942,132834,133689,134580,135434,136314,137225,138135,139024,139924,140819,141683,142562,143453,144332,145223,146094,146978,147897,148805,149722,150622,151492,152379,153284,154203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",2019,14661,15545,16457,17358,18266,19171,20022,20904,21814,22702,23562,24469,25396,26314,27209,28126,29037,29969,30884,31782,32703,33634,34545,35461,36388,38195,39099,39999,40905,41814,42703,43598,44498,45390,46286,47205,48129,49051,49951,50862,51758,52639,53537,54382,55262,56140,57036,57918,58783,59659,60541,61430,62283,63168,64073,64992,65892,66796,67680,68561,69459,70347,71260,72172,73025,73896,74769,75644,76530,77436,78323,79199,80081,80985,81853,82760,83681,84603,85508,86368,87257,88150,89051,89949,90841,91736,92662,93563,94453,95348,96274,97187,98057,98975,99890,100789,101637,102503,103379,104270,105141,106036,106960,107893,108807,109695,110580,111479,112384,113248,114112,114999,115903,116783,117678,118583,119434,120313,121222,122125,123009,123888,124751,125622,126515,127424,128316,129220,130118,131040,131943,132835,133690,134581,135435,136315,137226,138136,139025,139925,140820,141684,142563,143454,144333,145224,146095,146979,147898,148806,149723,150623,151493,152380,153285,154204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",184,3729,4354,8655,9636,10289,14662,15546,17359,18267,19172,20023,20905,21815,22703,23563,24470,25397,26315,27210,28127,29038,29970,30885,31783,32704,33635,34546,35462,36389,37297,38196,39100,40000,40906,41815,42704,43599,44499,45391,46287,47206,48130,49052,49952,50863,51759,52640,53538,54383,56141,57037,57919,58784,59660,61431,62284,63169,64074,64993,65893,66797,67681,68562,69460,70348,71261,72173,73026,73897,74770,75645,76531,77437,78324,79200,80082,80986,81854,82761,83682,84604,85509,86369,87258,88151,89052,89950,90842,91737,92663,93564,94454,95349,96275,97188,98058,98976,99891,100790,101638,103380,104271,105142,106037,106961,107894,108808,109696,110581,111480,113249,114113,115000,115904,116784,118584,119435,120314,121223,122126,123010,123889,124752,125623,126516,127425,128317,129221,130119,131041,131944,132836,133691,134582,135436,136316,137227,138137,139026,139926,140821,141685,142564,143455,144334,145225,146096,146980,147899,148807,149724,150624,151494,152381,153286,154205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",7348,14663,15547,16458,17360,18268,19173,20024,20906,21816,22704,23564,24471,25398,26316,27211,28128,29039,29971,30886,31784,32705,33636,34547,35463,36390,37298,38197,39101,40001,40907,41816,42705,43600,44500,45392,46288,47207,48131,49053,49953,50864,51760,52641,53539,54384,55263,56142,57038,57920,58785,59661,60542,61432,62285,63170,64075,64994,65894,66798,67682,68563,69461,70349,71262,72174,73027,73898,74771,75646,76532,77438,78325,79201,80083,80987,81855,82762,83683,84605,85510,86370,87259,88152,89951,90843,91738,92664,93565,94455,95350,96276,97189,98059,98977,99892,100791,101639,102504,103381,104272,105143,106038,106962,107895,108809,109697,110582,111481,112385,113250,114114,115001,115905,116785,117679,118585,119436,120315,121224,122127,123011,123890,124753,125624,126517,127426,128318,129222,130120,131042,131945,132837,133692,134583,135437,136317,137228,138138,139027,139927,140822,141686,142565,143456,144335,145226,146097,146981,147900,148808,149725,150625,151495,152382,153287,154206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",5901,9391,14664,15548,16459,17361,18269,19174,20025,20907,21817,22705,23565,24472,25399,26317,27212,28129,29040,29972,30887,31785,32706,33637,34548,35464,36391,37299,38198,39102,40002,40908,41817,42706,43601,44501,45393,46289,47208,48132,49054,49954,50865,51761,52642,53540,54385,55264,56143,57039,57921,58786,59662,60543,61433,62286,63171,64076,64995,65895,66799,67683,68564,69462,70350,71263,72175,73028,73899,75647,76533,77439,78326,79202,80084,80988,81856,82763,83684,84606,85511,86371,87260,88153,89053,89952,90844,91739,92665,93566,94456,95351,96277,97190,98060,98978,99893,100792,101640,102505,103382,104273,105144,106039,106963,107896,108810,110583,111482,112386,113251,114115,115002,115906,116786,117680,118586,119437,120316,121225,122128,123012,123891,124754,125625,126518,127427,128319,129223,130121,131043,131946,132838,133693,134584,135438,136318,137229,138139,139028,139928,140823,141687,142566,143457,144336,145227,146098,146982,147901,148809,149726,150626,151496,152383,153288,154207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",1,5894,15549,16460,17362,18270,19175,20026,20908,21818,22706,23566,24473,25400,26318,27213,28130,29041,29973,30888,31786,32707,33638,34549,35465,36392,37300,38199,39103,40003,40909,41818,42707,43602,44502,45394,46290,47209,48133,49055,49955,50866,51762,52643,53541,54386,55265,56144,57040,57922,58787,59663,60544,61434,62287,63172,64077,64996,65896,66800,67684,68565,69463,70351,71264,72176,73029,73900,75648,76534,77440,78327,79203,80085,80989,81857,82764,83685,84607,85512,86372,87261,88154,89054,89953,90845,91740,92666,93567,94457,95352,96278,97191,98061,98979,99894,100793,101641,102506,103383,104274,105145,106040,106964,107897,108811,109698,110584,111483,112387,113252,114116,115003,115907,116787,117681,118587,119438,120317,121226,122129,123013,123892,124755,125626,126519,127428,128320,129224,130122,131044,131947,132839,133694,134585,135439,136319,137230,138140,139029,139929,140824,141688,142567,143458,144337,145228,146099,146983,147902,148810,149727,150627,151497,152384,153289,154208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",5900,14665,15550,16461,17363,18271,19176,20027,20909,21819,22707,23567,24474,25401,26319,27214,28131,29042,29974,30889,31787,32708,33639,34550,35466,36393,37301,38200,39104,40004,40910,41819,42708,43603,44503,45395,46291,47210,48134,49056,49956,50867,51763,52644,53542,54387,55266,56145,57041,57923,58788,59664,60545,61435,62288,63173,64078,64997,65897,66801,67685,68566,69464,70352,71265,72177,73030,73901,75649,76535,77441,78328,79204,80086,80990,81858,82765,83686,84608,85513,86373,87262,88155,89055,89954,90846,91741,92667,93568,94458,95353,96279,97192,98062,98980,99895,100794,101642,102507,103384,104275,105146,106041,106965,107898,108812,109699,110585,111484,112388,113253,114117,115004,115908,116788,117682,118588,119439,120318,121227,122130,123014,123893,124756,125627,126520,127429,128321,129225,130123,131045,131948,132840,133695,134586,135440,136320,137231,138141,139030,139930,140825,141689,142568,143459,144338,145229,146100,146984,147903,148811,149728,150628,151498,152385,153290,154209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",465,597,865,988,1352,1815,2266,2510,3299,4136,4470,6379,6487,8089,8422,8882,9764,9918,10080,10982,11213,14666,15551,16462,17364,18272,20910,21820,24475,25402,26320,27215,29043,29975,30890,31788,32709,33640,35467,36394,37302,38201,39105,40911,41820,43604,44504,45396,46292,47211,48135,49057,49957,50868,52645,53543,54388,55267,56146,57042,57924,59665,60546,62289,63174,64079,64998,65898,66802,67686,68567,69465,70353,71266,72178,73031,73902,74772,75650,76536,77442,78329,80991,81859,82766,83687,84609,85514,86374,87263,88156,89056,89955,90847,91742,92668,93569,94459,95354,96280,98063,98981,99896,101643,102508,103385,105147,106042,106966,107899,108813,109700,110586,111485,112389,115005,116789,117683,118589,119440,120319,121228,122131,123015,124757,126521,127430,128322,129226,130124,131046,131949,132841,133696,134587,135441,136321,137232,138142,139031,139931,140826,141690,142569,143460,144339,145230,146101,146985,147904,148812,149729,150629,151499,152386,153291,154210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",4030,14667,15552,16463,17365,18273,19177,20028,20911,21821,22708,23568,24476,25403,26321,27216,28132,29044,29976,30891,31789,32710,33641,34551,35468,36395,37303,38202,39106,40005,40912,41821,42709,43605,44505,45397,46293,47212,48136,49058,49958,50869,51764,52646,53544,54389,55268,56147,57043,58789,59666,60547,61436,62290,63175,64080,64999,65899,66803,67687,68568,69466,70354,71267,72179,73032,73903,74773,75651,76537,77443,78330,79205,80087,80992,81860,82767,83688,84610,85515,86375,87264,88157,89057,89956,90848,91743,92669,93570,94460,95355,96281,97193,98064,98982,99897,100795,101644,102509,103386,104276,105148,106043,106967,107900,108814,109701,110587,111486,112390,113254,114118,115006,115909,116790,117684,118590,119441,120320,121229,122132,123016,123894,124758,125628,126522,127431,128323,129227,130125,131047,131950,132842,133697,134588,135442,136322,137233,138143,139032,139932,140827,141691,142570,143461,144340,145231,146102,146986,147905,148813,149730,150630,151500,152387,153292,154211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",10507,14668,15553,16464,17366,18274,19178,20029,20912,21822,22709,23569,24477,25404,26322,27217,28133,29045,29977,30892,31790,32711,33642,34552,35469,36396,37304,38203,39107,40006,40913,41822,42710,43606,44506,45398,46294,47213,48137,49059,49959,50870,51765,52647,53545,54390,55269,56148,57044,57925,58790,59667,60548,61437,62291,63176,64081,65000,65900,66804,67688,68569,69467,70355,71268,72180,73033,73904,74774,75652,76538,77444,78331,79206,80088,80993,81861,82768,83689,84611,85516,86376,87265,88158,89058,89957,90849,91744,92670,93571,94461,95356,96282,97194,98065,98983,99898,100796,101645,102510,103387,104277,105149,106044,106968,107901,108815,109702,110588,111487,112391,113255,114119,115007,115910,116791,117685,118591,120321,121230,122133,123017,123895,124759,125629,126523,127432,128324,129228,130126,131048,131951,132843,133698,134589,135443,136323,137234,138144,139033,139933,140828,141692,142571,143462,144341,145232,146103,146987,147906,148814,149731,150631,151501,152388,153293,154212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",295,1644,3218,4399,7457,10539,13052,14669,15554,16465,18275,19179,20030,20913,21823,22710,23570,24478,25405,26323,27218,28134,29046,29978,30893,32712,33643,34553,35470,36397,37305,38204,39108,40007,40914,41823,42711,43607,44507,45399,46295,47214,48138,49060,49960,51766,52648,53546,54391,55270,56149,57045,57926,58791,59668,61438,62292,63177,64082,65001,65901,66805,67689,68570,69468,70356,71269,72181,73034,73905,74775,75653,76539,77445,78332,79207,80089,80994,81862,82769,83690,84612,85517,86377,87266,88159,89059,90850,91745,92671,93572,94462,95357,96283,97195,98066,98984,99899,100797,101646,102511,103388,104278,105150,106045,106969,107902,108816,109703,110589,111488,112392,113256,114120,115008,115911,116792,117686,118592,120322,121231,122134,123018,123896,124760,125630,126524,127433,128325,129229,130127,131049,131952,132844,133699,134590,135444,136324,137235,138145,139034,139934,140829,141693,143463,144342,145233,146104,146988,147907,148815,149732,150632,151502,152389,153294,154213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",8680,9382,14670,15555,16466,17367,18276,19180,20031,20914,21824,22711,23571,24479,25406,26324,27219,28135,29047,29979,30894,31791,32713,33644,34554,35471,36398,37306,38205,39109,40008,40915,41824,42712,43608,44508,45400,46296,47215,48139,49061,49961,50871,51767,52649,53547,54392,55271,56150,57046,57927,58792,59669,60549,61439,62293,63178,64083,65002,65902,66806,67690,68571,69469,70357,71270,72182,73035,73906,74776,75654,76540,77446,78333,79208,80090,80995,81863,82770,83691,84613,85518,86378,87267,88160,89060,89958,90851,91746,92672,93573,94463,95358,96284,97196,98067,98985,99900,100798,101647,103389,104279,105151,106046,106970,107903,108817,110590,111489,112393,113257,114121,115009,115912,116793,117687,118593,119442,120323,121232,122135,123019,123897,124761,125631,126525,127434,128326,129230,130128,131050,131953,132845,133700,134591,135445,136325,137236,138146,139035,139935,140830,141694,142572,143464,144343,145234,146105,146989,147908,148816,149733,150633,151503,152390,153295,154214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",10104,14671,15556,16467,17368,18277,19181,20032,20915,21825,22712,23572,24480,25407,26325,27220,28136,29048,29980,30895,31792,32714,33645,34555,35472,36399,37307,38206,39110,40009,40916,41825,42713,43609,44509,45401,46297,47216,48140,49062,49962,50872,51768,52650,53548,54393,55272,56151,57047,57928,58793,59670,60550,61440,62294,63179,64084,65003,65903,66807,67691,68572,69470,70358,71271,72183,73036,73907,74777,75655,76541,77447,78334,79209,80091,80996,81864,82771,83692,84614,85519,86379,87268,88161,89061,89959,90852,91747,92673,93574,94464,95359,96285,97197,98068,98986,99901,100799,101648,102512,103390,104280,105152,106047,106971,107904,108818,109704,110591,111490,112394,113258,114122,115010,116794,117688,118594,119443,120324,121233,122136,123020,123898,124762,125632,126526,127435,128327,129231,130129,131051,131954,132846,133701,134592,135446,136326,137237,138147,139036,139936,140831,141695,142573,143465,144344,145235,146106,146990,147909,148817,149734,150634,151504,152391,153296,154215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",9285,9486,14672,15557,16468,17369,18278,19182,20033,20916,21826,22713,23573,24481,25408,26326,27221,28137,29049,29981,30896,31793,32715,33646,34556,35473,36400,37308,38207,39111,40010,40917,41826,42714,43610,44510,45402,46298,47217,48141,49063,49963,50873,51769,52651,53549,54394,55273,56152,57048,57929,58794,59671,60551,61441,62295,63180,64085,65004,65904,66808,67692,68573,69471,70359,71272,72184,73037,73908,74778,75656,76542,77448,78335,79210,80092,80997,81865,82772,83693,84615,85520,86380,87269,88162,89062,89960,90853,91748,92674,93575,94465,95360,96286,97198,98069,98987,99902,100800,101649,102513,103391,104281,105153,106048,106972,107905,109705,111491,112395,113259,114123,115011,115913,116795,117689,118595,119444,120325,121234,122137,123021,123899,124763,125633,126527,127436,128328,129232,130130,131052,131955,132847,133702,134593,135447,136327,137238,138148,139037,139937,140832,141696,142574,143466,144345,145236,146107,146991,147910,148818,149735,150635,151505,152392,153297,154216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",196,286,362,478,704,888,1007,1076,1131,1205,1363,1366,1476,1548,1636,1696,1750,1821,1825,1888,1945,2027,2283,2342,2530,2699,2798,2875,2936,2998,3057,3142,3214,3333,3405,3635,3749,3843,3933,4033,4177,4267,4381,4486,4610,4715,4848,4926,5012,5117,5208,5314,5403,5559,5675,5679,5798,5906,6013,6184,6296,6395,6495,6498,6589,6694,6764,6830,6890,6976,7099,7178,7283,7561,7632,7689,7787,7875,8020,8111,8199,8343,8450,8697,8907,9014,9103,9157,9210,9291,9395,9494,9570,9663,9836,9940,10013,10112,10206,10297,10523,10627,10699,10796,10901,11007,11120,11241,11315,11407,11506,11582,11723,11806,11909,12017,12139,12545,12647,12727,12829,12940,12943,13153,13246,13352,13467,13555,13693,13770,13860,13962,14061,14673,15558,20034,21827,27222,29050,38208,39112,41827,43611,53550,64086,71273,76543,89063,89961,95361,98988,101650,103392,118596,130131,135448,136328,137239,142575,147911,153298,154217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",1288,2104,3836,4780,4924,6003,7866,8102,8440,8575,8801,9478,9934,14674,15559,16469,17370,18279,19183,20035,20917,21828,22714,23574,24482,25409,26327,28138,29051,29982,30897,31794,32716,33647,34557,35474,36401,37309,39113,40011,40918,41828,42715,43612,44511,45403,46299,47218,48142,49064,49964,50874,51770,52652,53551,54395,55274,57049,57930,58795,59672,60552,61442,62296,63181,65005,66809,67693,68574,69472,70360,71274,72185,73038,73909,74779,76544,77449,78336,79211,80093,80998,81866,82773,83694,84616,85521,86381,87270,88163,89064,89962,90854,91749,92675,93576,95362,96287,98070,98989,99903,102514,104282,105154,106049,106973,107906,108819,109706,111492,112396,113260,115012,115914,116796,117690,118597,119445,120326,121235,122138,123022,123900,124764,125634,126528,127437,128329,129233,130132,131053,131956,132848,133703,134594,135449,136329,137240,138149,139038,139938,140833,141697,142576,143467,144346,145237,146108,146992,147912,148819,149736,150636,151506,152393,153299,154218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2021,4026,8693,9289,9488,9661,10100,11577,12638,13691,14675,15560,16470,17371,18280,19184,20036,20918,21829,22715,23575,24483,25410,26328,27223,28139,29052,29983,30898,31795,32717,33648,34558,35475,36402,38209,39114,40012,40919,41829,42716,43613,44512,45404,46300,47219,48143,49065,49965,50875,51771,52653,53552,54396,55275,56153,57050,58796,59673,60553,61443,62297,63182,64087,65006,65905,66810,67694,68575,69473,70361,71275,72186,73039,73910,74780,75657,76545,77450,78337,79212,80094,80999,81867,82774,83695,84617,85522,86382,87271,88164,89065,89963,90855,91750,92676,93577,94466,95363,96288,97199,98071,98990,99904,100801,101651,103393,104283,105155,106050,106974,107907,109707,111493,113261,114124,115013,116797,117691,118598,119446,120327,121236,122139,123023,123901,124765,125635,126529,127438,128330,130133,131054,131957,132849,133704,134595,135450,136330,137241,138150,139939,140834,141698,142577,143468,144347,145238,146109,146993,147913,149737,150637,151507,152394,153300,154219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",69,153,247,327,390,528,675,732,826,949,1044,1116,1157,1248,1335,1394,1449,1507,1607,1686,1721,1775,1873,1925,1969,2067,2146,2232,2313,2367,2471,2562,2641,2743,2840,2903,2963,3024,3114,3182,3245,3367,3435,3563,3702,3813,3907,3973,4112,4229,4312,4422,4563,4659,4749,4806,4881,4964,5059,5164,5247,5368,5438,5492,5606,5759,5847,5945,6071,6134,6228,6339,6434,6455,6530,6640,6732,6795,6876,6924,7030,7153,7247,7336,7399,7479,7617,7656,7715,7821,7909,7985,8045,8175,8239,8295,8374,8491,8618,8736,8845,8966,9070,9131,9182,9236,9331,9435,9532,9598,9711,9876,9984,10042,10152,10253,10340,10449,10575,10665,10729,10836,10937,11054,11170,11285,11359,11476,11534,11623,11687,11757,11850,11959,12070,12240,12377,12418,12499,12599,12709,12776,12896,12990,13084,13196,13290,13397,13520,13590,13674,13756,13798,13908,14031,14108,14208,14247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
